"national_inv","lead_time","in_transit_qty","forecast_3_month","forecast_6_month","forecast_9_month","sales_1_month","sales_3_month","sales_6_month","sales_9_month","min_bank","potential_issue.Yes","pieces_past_due","perf_6_month_avg","perf_12_month_avg","local_bo_qty","deck_risk.Yes","oe_constraint.Yes","ppap_risk.Yes","stop_auto_buy.Yes","rev_stop.Yes","went_on_backorder.Yes"
2,12,0,20,30,40,5,10,20,26,0,0,0,0.78,0.78,0,0,0,1,1,0,1
101,8,22,198,308,418,217,370,449,568,25,0,0,0.79,0.66,0,0,0,0,1,0,1
5,8,0,0,0,0,0,0,0,0,1,0,0,0.42,0.36,0,0,0,0,1,0,0
0,2,0,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
0,2,0,11,11,11,0,0,0,0,0,0,0,0.1,0.13,0,1,0,0,1,0,0
21,2,0,0,0,0,1,1,1,1,0,0,0,0.84,0.77,0,1,0,1,1,0,0
14,2,0,30,66,114,2,7,7,7,0,0,0,0.14,0.35,0,0,0,0,1,0,0
0,12,0,12,12,12,0,0,0,0,0,0,0,0.78,0.78,0,1,0,0,1,0,1
166,9,0,0,0,0,19,72,133,145,0,0,0,0.86,0.84,0,1,0,0,0,0,0
0,8,0,123,123,123,0,34,147,221,0,0,9,0.76,0.78,0,0,0,0,1,0,1
6,8,0,24,40,64,11,21,44,65,0,0,0,1,0.92,0,0,0,0,1,0,1
123,4,77,66,66,132,22,80,137,203,36,0,0,0.73,0.78,0,0,0,0,1,0,0
2121,52,0,0,0,0,0,0,1,1,189,0,0,0.95,0.94,0,1,0,0,0,0,0
155,12,200,0,0,0,33,89,212,347,42,0,0,0.95,0.86,0,0,0,0,1,0,0
0,9,0,5,7,9,0,2,4,7,0,0,0,0.91,0.77,0,1,0,0,1,0,1
3,2,0,156,228,282,8,39,82,140,0,0,0,0,0,0,0,0,0,1,0,1
0,8,0,0,0,0,0,0,0,0,0,0,0,0.97,0.98,0,0,0,0,1,0,0
16,6,10,10,40,60,1,12,28,50,3,0,0,0.78,0.78,0,0,0,0,1,0,0
9,8,0,12,36,54,8,18,47,74,10,0,0,0.64,0.64,0,0,0,0,1,0,1
1,8,0,1,3,4,0,1,2,3,0,0,0,0.42,0.36,0,0,0,0,1,0,1
14,8,0,0,0,0,0,0,5,10,2,0,0,0.42,0.36,0,0,0,0,1,0,1
2,8,0,16,36,46,6,14,18,19,0,0,0,0.51,0.53,0,0,0,0,1,0,1
1,2,0,1,2,3,0,1,1,2,0,0,0,0.95,0.89,0,0,0,0,1,0,0
0,2,0,5,5,6,0,4,6,10,0,0,0,0.28,0.28,0,0,0,0,1,0,1
20,8,0,186,291,396,34,204,317,465,60,0,12,0.14,0.57,0,0,0,0,1,0,1
34,2,0,0,0,0,0,0,1,1,0,0,0,0.8,0.88,0,0,0,0,1,0,0
21,8,0,0,0,0,0,0,0,0,0,0,0,0.32,0.27,0,0,0,0,1,0,0
4,2,7,42,84,119,9,23,64,106,0,0,0,1,0.99,0,0,0,0,1,0,1
59,8,0,0,0,0,3,10,17,22,2,0,0,0.96,0.85,0,0,0,0,1,0,0
169,12,64,684,1332,1940,237,743,1155,1156,122,0,40,0.63,0.72,0,0,0,0,1,0,1
20,14,0,0,0,0,0,0,0,0,2,0,0,0.99,0.99,0,0,0,0,1,0,0
11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,12,0,6,6,10,7,8,14,20,1,0,0,0.92,0.95,0,0,0,0,1,0,1
1,8,0,1,3,4,2,3,5,5,1,0,0,1,0.99,0,0,0,0,1,0,1
5,8,0,14,23,32,8,15,27,42,2,0,0,0.96,0.97,0,0,0,0,1,0,1
0,8,0,21,30,39,4,12,24,33,0,0,0,0.79,0.66,0,0,0,0,1,0,1
3,8,0,3,6,8,5,9,14,15,0,0,0,0.89,0.78,0,0,0,0,1,0,1
121,8,0,63,63,111,27,89,162,243,35,0,0,0.8,0.8,0,0,0,0,1,0,0
0,2,0,6,9,9,0,1,1,1,1,0,0,0.66,0.69,0,1,0,1,1,0,1
1,8,0,3,5,7,1,2,3,3,0,0,0,0.89,0.94,0,0,0,0,1,0,1
35,2,18,36,72,108,0,0,0,0,15,0,18,0.85,0.76,0,1,0,0,1,0,1
148,2,89,260,510,780,131,397,687,964,92,0,0,0.9,0.93,0,0,0,0,1,0,0
0,8,0,2,2,2,0,0,0,0,0,0,0,0.37,0.38,0,0,0,0,1,0,1
14,4,0,33,53,73,12,22,35,64,0,0,0,0.73,0.78,0,0,0,0,1,0,1
13,12,0,0,0,0,0,0,0,0,1,0,0,0.58,0.58,0,1,0,0,1,0,0
20,12,0,0,0,0,0,0,0,0,1,0,0,0.58,0.58,0,1,0,0,1,0,0
5,12,0,3,9,12,3,8,23,36,0,0,0,0.96,0.88,0,0,0,0,1,0,1
98,8,0,115,240,315,21,115,261,363,42,0,0,0.52,0.6,0,0,0,0,1,0,0
0,2,0,538,826,826,0,3,4,4,33,0,0,0,0.14,0,0,0,0,1,0,1
0,8,0,2,4,5,1,3,5,5,0,0,0,1,1,0,0,0,0,1,0,1
-1,8,0,18,18,18,0,6,15,21,1,0,0,0.14,0.32,1,0,0,0,1,0,1
232,0,0,0,0,0,1,7,17,19,2,0,0,0,0,0,1,0,0,1,0,0
6,8,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,1,0,1,1,0,0
-28,8,0,153,221,290,37,111,193,299,20,1,10,0.23,0.43,29,0,0,1,1,0,1
75,8,15,50,115,175,62,155,211,261,31,0,0,0.91,0.93,0,0,0,1,1,0,1
12480,8,0,0,0,0,0,0,0,0,0,0,0,0.63,0.78,0,0,0,0,1,0,0
31,2,0,0,0,0,0,0,0,0,0,0,0,0.68,0.64,0,0,0,0,1,0,0
2,8,0,2,2,2,0,2,2,2,1,0,0,0.98,0.98,0,0,0,0,1,0,0
3,13,0,0,0,0,0,0,2,2,2,0,0,0.8,0.82,0,0,0,0,1,0,0
0,8,0,13,20,27,5,10,18,24,0,0,0,0.42,0.36,0,0,0,0,1,0,1
3,2,0,0,0,0,6,15,24,34,0,0,0,1,0.99,0,0,0,0,1,0,1
25,12,0,0,0,0,0,1,1,1,0,0,0,1,0.98,0,0,0,0,1,0,0
21,8,8,471,798,1123,102,308,610,965,101,0,32,0.62,0.62,6,1,0,0,1,0,1
3,12,0,0,0,0,0,0,0,0,0,0,0,0.63,0.72,0,0,0,0,1,0,0
4,0,0,0,0,1,2,3,4,4,1,0,0,0,0,0,0,0,0,0,0,1
21,2,0,0,0,0,0,0,0,0,0,0,0,0.91,0.95,0,0,0,0,1,0,0
7,2,0,47,47,74,13,42,61,75,0,0,0,0,0,0,0,0,0,1,0,1
1199,2,5,0,0,0,136,395,614,827,178,0,0,0.98,0.96,0,0,0,1,1,0,0
4,8,0,0,0,0,0,0,0,0,1,0,0,0.1,0.13,0,0,0,0,1,0,0
522,8,10,0,0,0,0,7,7,35,2,0,0,0.88,0.93,0,0,0,0,1,0,0
5,8,0,10,20,35,8,23,39,59,5,0,0,0.89,0.9,0,0,0,0,1,0,1
15,2,0,45,90,135,3,12,19,27,0,0,0,0.79,0.57,0,1,0,1,1,0,0
7,2,6,37,55,79,4,19,25,31,0,0,0,0,0.02,0,1,0,0,1,0,1
6,2,0,252,252,252,6,19,34,34,0,0,0,0.44,0.44,0,1,0,0,1,0,1
0,2,0,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
3,2,0,0,0,0,0,0,0,0,0,0,0,0.95,0.97,0,1,0,0,1,0,0
3,8,0,12,36,48,5,14,36,51,7,0,0,0.99,0.98,0,0,0,0,1,0,1
-6,12,0,32,32,32,0,2,8,8,0,0,0,0,0.01,6,0,0,0,1,0,1
0,52,0,0,0,0,0,0,0,0,2,0,0,0.97,0.98,0,1,0,0,0,0,1
9,4,0,0,0,0,0,0,0,0,0,0,0,0.73,0.78,0,0,0,0,1,0,0
71,8,16,96,144,216,23,71,148,236,31,0,0,0.71,0.7,0,0,0,1,1,0,0
11,2,0,0,0,0,0,0,0,0,0,0,0,0.65,0.37,0,1,0,0,1,0,1
12,12,0,14,28,28,1,13,28,34,14,0,0,0.78,0.78,0,0,0,0,1,0,0
3,2,0,50,50,100,15,41,53,54,1,0,50,-99,0,0,1,0,0,1,0,1
440,12,53,450,900,1200,194,572,1047,1544,277,0,0,0.93,0.96,0,0,0,1,1,0,0
32,8,0,0,0,0,0,0,0,2,0,0,0,0.99,0.99,0,0,0,1,1,0,0
0,8,0,1,1,2,0,1,1,2,1,0,0,0.43,0.46,0,0,0,0,1,0,1
33,8,0,29,64,92,10,27,61,91,13,0,0,0.72,0.72,0,0,0,0,1,0,0
5,12,0,0,2,4,0,2,4,8,0,0,0,0.98,0.96,0,0,0,0,1,0,0
32,8,0,0,0,0,1,5,25,42,9,0,0,0.84,0.77,0,0,0,1,1,0,0
0,8,0,1,2,2,1,1,2,2,1,0,0,1,0.97,0,0,0,0,1,0,1
21,8,0,0,0,0,1,2,5,7,0,0,0,0.51,0.53,0,1,0,0,1,0,0
202,8,1,150,225,315,37,187,434,744,54,0,0,0,0,0,0,0,0,1,0,0
2,8,0,2,4,6,1,2,7,9,0,0,0,0.78,0.74,0,0,0,0,1,0,1
85,8,30,370,505,595,58,201,349,554,109,0,45,0.58,0.47,0,0,0,0,1,0,1
-18,8,0,30,34,38,4,14,23,38,6,0,0,0.46,0.45,18,0,0,0,1,0,1
0,9,2,41,50,71,16,56,83,83,13,0,1,0.96,0.84,0,0,0,0,1,0,1
-1,12,4,48,80,104,19,45,86,135,15,0,0,0.89,0.78,1,0,0,0,1,0,1
3,8,0,0,0,0,0,0,0,0,1,0,0,0.82,0.75,0,0,0,0,1,0,0
50,14,4,38,97,148,14,67,128,171,38,0,0,0.89,0.9,0,0,0,0,1,0,0
38,8,16,26,58,98,20,52,89,115,39,0,0,0.65,0.67,0,0,0,1,1,0,0
59,8,0,0,0,0,10,31,56,73,0,0,0,0.99,0.98,0,0,0,0,1,0,0
640,2,87,670,1399,2182,182,456,735,835,279,0,0,0.94,0.9,0,1,0,0,1,0,0
3,2,0,42,77,119,10,30,58,81,4,0,0,0.93,0.94,0,0,0,0,1,0,0
7,2,0,45,45,45,1,5,8,9,1,0,0,0.92,0.96,0,1,0,0,1,0,1
4,2,0,9,16,22,5,14,23,28,1,0,0,0.22,0.34,0,1,0,0,1,0,1
8,12,20,76,132,172,60,140,170,233,0,0,0,0.63,0.72,0,0,0,0,1,0,1
2345,2,898,4189,8836,13368,1235,4163,8425,13431,1272,0,242,0.99,0.99,0,0,0,0,1,0,1
0,2,10,0,0,0,0,0,0,0,0,0,0,0.86,0.86,0,1,0,0,1,0,0
1,9,0,1,2,3,0,1,1,2,0,0,0,0.99,0.98,0,0,0,0,1,0,1
1,9,0,1,3,4,0,1,2,2,0,0,0,0.99,0.98,0,0,0,0,1,0,1
1,8,0,5,9,12,1,3,7,14,0,0,0,0,0,0,0,0,0,1,0,1
1134,52,50,0,0,0,77,318,511,811,322,0,0,0,0,0,1,0,0,1,0,0
1,2,0,0,0,0,0,0,0,0,0,0,0,0.95,0.97,0,1,0,0,1,0,1
0,4,0,19,31,35,0,0,0,0,0,0,0,0.61,0.61,0,1,0,1,1,0,1
52,8,0,0,0,0,0,0,0,0,2,0,0,0.11,0.08,0,1,0,0,1,0,0
-1,8,0,47,63,87,17,41,61,96,11,0,0,0.73,0.73,1,0,0,0,1,0,1
0,8,0,0,0,0,0,0,0,0,0,0,0,0.97,0.98,0,1,0,0,1,0,0
196,12,72,52,214,322,42,129,274,443,34,0,0,0.78,0.78,0,0,0,1,1,0,0
2,12,0,4,6,12,1,5,13,17,0,0,0,0.08,0.12,0,0,0,0,1,0,1
17,8,0,0,0,0,0,0,0,0,0,0,0,0.7,0.73,0,0,0,0,1,0,0
0,8,0,1,1,1,1,1,1,1,0,0,0,0.89,0.88,0,0,0,0,1,0,1
13,12,0,0,0,0,0,0,0,0,0,0,0,0.74,0.74,0,0,0,0,1,0,0
3,8,0,6,14,26,2,11,19,27,2,0,0,0.75,0.72,0,0,0,0,1,0,1
11,4,0,0,0,0,0,0,0,0,0,0,0,0.85,0.78,0,1,0,1,1,0,0
3,4,0,0,0,0,0,0,0,0,0,0,0,0.68,0.66,0,0,0,1,1,0,0
0,8,0,8,8,9,3,8,12,14,0,0,0,0.42,0.36,0,0,0,0,1,0,1
107,2,0,0,0,0,0,0,1,4,1,0,0,0.81,0.83,0,0,0,0,1,0,0
3,3,0,0,0,0,2,4,4,4,14,0,0,0.96,0.84,0,0,0,0,1,0,1
10,4,0,0,0,0,0,0,0,0,1,0,0,0.73,0.78,0,0,0,0,1,0,0
0,8,0,0,0,0,0,0,0,0,0,0,0,0.95,0.97,0,0,0,0,1,0,0
15,2,0,402,402,402,53,121,159,224,26,0,0,0.72,0.72,0,0,0,0,1,0,1
1,9,0,0,0,1,1,1,2,2,0,0,0,0.87,0.72,0,0,0,0,1,0,1
4,8,0,4,9,12,2,4,8,10,0,0,0,0.93,0.96,0,0,0,0,1,0,1
91,2,58,1920,3280,4640,467,470,472,472,448,0,0,0.99,0.98,14,0,0,0,0,0,1
0,2,0,22,32,32,0,0,0,0,0,0,0,0.77,0.81,0,1,0,0,1,0,1
0,2,0,16,16,16,0,0,0,0,1,0,0,0.1,0.17,0,1,0,0,1,0,1
3,8,4,34,70,118,16,44,77,97,0,0,0,0.07,0.07,0,0,0,0,1,0,1
34,2,0,0,0,0,0,0,1,1,0,0,0,0.65,0.75,0,0,0,0,1,0,0
34,3,0,0,0,0,7,13,16,18,12,0,0,0.96,0.97,0,0,0,0,1,0,0
0,8,0,3,5,7,3,3,5,7,0,0,0,0.99,0.99,0,0,0,0,1,0,1
0,8,2,246,392,518,56,203,360,494,46,0,19,0.61,0.61,20,0,0,0,1,0,1
25,8,0,0,0,0,1,1,1,4,1,0,0,0.98,0.96,0,0,0,1,1,0,0
-3,12,0,17,23,29,0,5,15,21,5,0,1,0.76,0.73,3,0,0,0,1,0,1
9,12,6,92,157,217,26,68,122,170,42,0,15,0.22,0.26,0,0,0,0,1,0,1
180,2,218,160,400,640,90,249,424,611,82,0,0,0.96,0.95,0,0,0,0,1,0,0
0,8,0,25,25,25,5,12,19,24,0,0,0,0.95,0.97,0,0,0,0,1,0,1
69,2,29,75,125,175,44,113,195,273,39,0,0,0.97,0.98,0,0,0,0,1,0,0
2,4,0,0,0,0,1,1,1,1,1,0,0,0.24,0.14,0,1,0,0,1,0,1
0,8,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,1
2,4,0,46,72,98,15,43,87,113,0,0,0,0.78,0.78,0,0,0,0,1,0,1
0,2,0,636,636,636,0,0,0,0,0,0,636,-99,-99,0,0,0,0,1,0,1
2,8,0,18,38,58,4,20,38,54,3,0,0,0.69,0.71,0,0,0,0,1,0,1
55,8,1,67,116,185,16,64,118,166,20,0,0,0.72,0.72,0,0,0,1,1,0,0
0,2,0,8,8,8,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
13080,4,4438,10334,34724,53354,2686,13225,36799,49200,3166,0,0,0.54,0.51,0,0,0,0,1,0,0
77,8,160,208,526,857,70,277,512,749,56,0,0,0.69,0.69,0,0,0,0,1,0,0
0,12,0,0,0,0,0,0,0,0,0,0,0,0.78,0.78,0,0,0,0,1,0,1
4,2,0,0,0,0,0,0,1,1,0,0,0,0.76,0.78,0,1,0,0,1,0,1
15,9,0,0,0,0,0,2,2,2,0,0,0,0.86,0.84,0,0,0,0,1,0,0
251,4,4,13,143,182,75,173,355,607,14,0,0,0.73,0.78,0,0,0,0,1,0,0
10,8,0,0,6,16,10,23,43,64,17,0,0,0.45,0.57,0,0,0,0,1,0,1
368,13,79,672,1344,1824,193,610,1191,1896,162,0,0,0.97,0.97,0,0,0,0,1,0,0
74,8,115,400,680,1016,272,451,739,1058,85,0,0,0.96,0.81,0,0,0,0,1,0,0
0,2,0,2,2,2,0,0,0,1,0,0,2,0,0.02,0,0,0,0,1,0,1
459,8,8,0,0,0,33,82,149,274,35,0,0,0.66,0.81,0,0,0,0,1,0,0
12,8,0,4,4,4,5,5,14,27,0,0,0,1,1,0,0,0,0,1,0,1
1,8,0,2,4,5,0,2,2,4,2,0,1,0.78,0.74,0,0,0,0,1,0,1
5,8,0,54,73,92,8,21,40,68,17,0,0,0.14,0.32,0,0,0,0,1,0,1
0,12,0,7,10,14,0,3,8,9,0,0,0,0.98,0.98,0,0,0,0,1,0,1
1,8,0,0,0,0,0,0,0,1,0,0,0,0.99,0.98,0,1,0,0,1,0,0
0,2,0,18,54,54,4,13,21,30,0,0,0,0.87,0.83,0,0,0,0,1,0,1
4,2,0,5,10,20,5,10,20,24,0,0,0,0.99,0.92,0,0,0,1,1,0,1
2,8,0,0,0,0,1,1,1,1,0,0,0,0.8,0.82,0,0,0,0,1,0,0
5,2,0,12,24,42,5,12,21,32,1,0,0,1,0.93,0,0,0,0,1,0,1
3,8,0,0,0,0,0,0,0,0,0,0,0,0.8,0.82,0,1,0,1,1,0,0
3,8,1,1,1,1,1,5,8,8,1,0,0,0.99,0.9,0,1,0,0,1,0,1
13,12,0,21,35,49,8,24,25,25,0,0,0,0.38,0.47,0,0,0,0,0,0,1
0,2,0,6,9,9,0,0,0,0,0,0,0,1,0.99,0,1,0,0,1,0,1
157,2,0,358,789,1441,108,253,308,323,0,0,0,0.96,0.96,0,0,0,0,1,0,1
0,2,0,4,4,4,0,0,0,0,1,0,0,0.83,0.86,0,0,0,0,1,0,1
0,9,0,1,1,1,1,3,6,8,3,0,0,0.99,0.98,0,0,0,0,1,0,1
2,9,0,1,2,3,1,2,3,4,0,0,0,0.9,0.82,0,0,0,0,1,0,1
-85,12,0,126,126,126,0,110,141,187,140,0,0,0,0.01,75,0,0,0,1,0,1
2,4,0,0,0,0,0,0,0,0,0,0,0,0.73,0.78,0,0,0,0,1,0,0
170,4,0,90,330,360,11,32,315,350,71,0,0,0.73,0.78,0,0,0,0,1,0,0
5800,2,60,0,0,925,298,892,1769,2744,308,0,0,1,0.6,0,0,0,0,1,0,0
891,8,449,2058,3865,5255,532,1759,3725,6163,347,0,0,0.87,0.91,0,0,0,0,1,0,0
11,6,0,84,84,84,25,35,56,91,11,0,0,0.78,0.78,0,0,0,0,1,0,1
89,8,0,0,0,0,0,6,11,16,2,0,0,-99,0,0,1,0,0,1,0,0
129,8,0,0,0,0,0,0,0,0,0,0,0,0.97,0.98,0,0,0,0,1,0,0
128,8,0,0,0,0,0,5,9,9,2,0,0,0.97,0.98,0,0,0,0,1,0,0
50,2,0,0,0,0,1,3,9,17,0,0,0,0.99,0.97,0,0,0,0,1,0,0
80,17,1,72,132,204,17,73,155,232,55,0,0,0.82,0.83,0,0,0,0,1,0,0
20,8,20,45,87,136,24,56,94,127,18,0,0,0.97,0.94,0,0,0,0,1,0,1
5,8,0,0,0,5,2,4,7,15,1,0,0,0.96,0.92,0,0,0,0,1,0,1
11,8,0,20,50,80,7,27,54,70,7,0,0,0.7,0.84,0,0,0,0,1,0,1
2,8,0,0,0,0,0,0,0,1,0,0,0,0.85,0.89,0,0,0,0,1,0,1
202,9,123,372,744,1092,124,450,885,1437,134,0,0,0.99,0.99,0,0,0,0,1,0,0
49,10,0,0,0,16,3,16,36,64,0,0,0,0.99,0.98,0,0,0,0,1,0,0
6,2,0,4,8,14,0,16,21,28,1,0,0,0.87,0.93,0,0,0,0,1,0,1
2,8,0,0,0,0,0,0,0,0,1,0,0,0.99,0.98,0,0,0,0,1,0,0
8,8,0,0,2,4,1,3,9,12,0,0,0,0.89,0.78,0,0,0,0,1,0,0
31,2,0,264,444,624,60,181,275,276,52,0,0,0.93,0.96,1,0,0,0,1,0,1
10,9,0,83,145,214,20,58,70,70,0,0,0,0.99,0.98,0,1,0,1,1,0,1
0,2,0,4,16,16,0,0,0,0,0,0,0,0.43,0.46,0,1,0,1,1,0,1
0,12,0,3,3,3,1,2,4,7,0,0,0,0.78,0.78,0,0,0,1,1,0,1
12,8,0,0,0,5,2,11,33,53,8,0,0,0.85,0.76,0,0,0,0,1,0,1
8,12,0,30,47,64,4,23,30,47,0,0,0,0.78,0.78,0,0,0,0,1,0,1
537,8,508,2300,4100,5300,462,1467,2895,5223,433,0,0,0.93,0.94,0,0,0,0,1,0,0
1,0,0,8,8,8,0,5,11,12,1,0,0,0,0,3,0,0,1,0,0,1
5,2,0,50,50,50,8,19,38,49,1,0,0,0.99,0.99,0,0,0,0,1,0,1
9,8,0,13,22,22,5,11,23,39,16,0,0,0.69,0.71,0,0,0,0,1,0,1
3043,8,264,1377,3483,4860,819,2607,6173,9342,492,0,0,0.7,0.64,0,0,0,1,1,0,0
11,8,0,17,49,85,12,34,74,98,0,0,0,0.56,0.46,0,0,0,0,1,0,1
49,8,0,24,72,72,8,36,75,108,21,0,0,0.98,0.98,0,0,0,1,1,0,0
8,2,0,0,0,0,0,1,2,2,0,0,0,0.95,0.97,0,0,0,0,1,0,0
3,2,0,2,6,8,4,12,20,24,2,0,0,0.7,0.73,0,0,0,0,1,0,1
0,8,0,22,22,22,1,7,22,26,0,0,0,1,0.96,0,0,0,0,1,0,1
2,2,0,0,0,0,0,1,1,1,0,0,0,0.79,0.84,0,0,0,0,1,0,1
2,8,0,13,21,29,5,8,14,24,0,0,0,0.67,0.62,0,0,0,1,1,0,1
9,9,0,0,0,0,0,0,0,0,0,0,0,0.68,0.66,0,0,0,1,1,0,0
0,8,0,0,0,0,0,0,0,0,1,0,0,0.99,0.98,0,0,0,1,1,0,0
1,12,0,4,6,6,2,5,5,5,0,0,0,0.78,0.78,0,1,0,0,1,0,1
22,2,0,0,20,30,15,44,71,92,2,0,0,0.22,0.22,0,1,0,0,1,0,1
14,2,0,0,0,0,0,0,1,3,0,0,0,0.8,0.6,0,1,0,0,1,0,0
0,2,0,19,29,34,0,0,0,0,0,0,0,0.8,0.82,0,0,0,1,1,0,1
45,9,0,0,0,0,0,0,0,0,1,0,0,0.91,0.77,0,0,0,0,1,0,0
5,9,0,5,10,15,6,11,16,21,2,0,0,0.68,0.66,0,0,0,0,1,0,1
3,2,0,11,22,33,2,11,21,27,0,0,0,0.65,0.67,0,0,0,1,1,0,1
5,12,0,0,0,0,0,0,2,3,2,0,0,0.78,0.78,0,0,0,0,1,0,0
0,12,0,8,12,18,3,6,10,14,0,0,0,0.66,0.69,0,0,0,0,1,0,1
797,8,13,0,0,800,44,140,288,445,83,0,0,0.66,0.69,0,0,0,0,1,0,0
2,9,0,1,2,3,4,4,4,10,3,0,0,0.98,0.98,0,0,0,0,1,0,0
842,8,11,489,949,1314,321,1158,2473,3747,172,0,0,0,0,0,0,0,1,1,0,0
297,8,490,187,187,287,93,284,607,996,68,0,0,0,0,0,0,0,0,1,0,0
0,14,0,3,3,4,1,2,3,3,0,0,0,0.89,0.9,0,0,0,0,1,0,1
-7,8,0,37,40,49,3,22,40,49,3,0,3,0.57,0.74,7,0,0,0,1,0,1
2,12,0,0,0,0,0,0,0,0,0,0,0,0.78,0.78,0,0,0,0,1,0,0
5,12,0,15,15,15,0,5,9,12,0,0,0,0.89,0.89,0,0,0,0,1,0,0
10,8,0,0,0,0,0,0,0,0,0,0,0,0.42,0.36,0,0,0,0,1,0,0
0,2,0,4,14,14,0,0,0,0,0,0,0,0.99,0.95,0,1,0,1,1,0,0
0,2,0,1403,2265,3067,0,0,0,0,68,0,0,0.99,0.99,0,0,0,0,1,0,1
135,2,0,0,0,0,10,12,14,19,1,0,0,0.5,0.33,0,1,0,1,1,0,0
3,8,0,9,14,19,2,9,12,23,0,0,0,0.79,0.84,0,0,0,0,1,0,1
1,8,0,34,74,114,7,22,33,52,0,0,0,0.92,0.94,0,0,0,0,1,0,1
13,8,0,146,254,326,20,67,159,242,33,0,0,0.05,0.12,1,0,0,1,1,0,1
6,2,0,0,0,0,0,0,1,1,0,0,0,0.43,0.71,0,1,0,0,1,0,0
29,2,0,0,0,0,0,0,0,0,0,0,0,0.43,0.66,0,1,0,1,1,0,1
0,8,0,115,194,194,0,0,0,0,20,0,0,0.98,0.98,0,1,0,0,1,0,1
0,2,0,368,592,592,0,0,0,0,55,0,0,0.76,0.72,0,0,0,0,1,0,1
4,12,0,0,0,0,1,1,1,2,0,0,0,0.74,0.74,0,0,0,1,1,0,0
10,2,0,0,0,0,0,0,0,0,1,0,0,0.93,0.83,0,0,0,0,1,0,1
74,8,20,37,103,176,21,74,171,254,23,0,0,0.94,0.9,0,0,0,0,1,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0.78,0.88,0,0,0,0,1,0,0
50,9,0,0,0,0,0,0,0,0,0,0,0,0.91,0.77,0,0,0,0,1,0,0
0,2,0,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9,2,0,0,0,0,0,0,0,0,213,0,0,0.96,0.93,0,0,0,1,1,0,1
4,8,0,0,0,0,3,9,30,46,1,0,0,0.88,0.92,0,0,0,0,0,0,1
2,12,0,1,1,3,0,1,3,3,0,0,0,0.78,0.78,0,0,0,0,1,0,0
2,8,0,24,37,50,2,14,27,45,0,0,0,0.97,0.94,0,0,0,0,1,0,1
1,8,0,7,10,13,1,4,8,12,0,0,0,0.76,0.77,0,0,0,0,1,0,1
2,12,0,0,0,0,0,0,1,1,0,0,0,0.63,0.72,0,0,0,0,1,0,0
2,2,0,8,12,20,5,10,16,21,16,0,0,0.87,0.93,0,0,0,0,1,0,1
-1,8,0,15,30,42,3,13,24,37,0,0,4,0.76,0.78,1,0,0,0,1,0,1
0,8,10,7,7,7,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1
0,8,0,0,0,0,0,0,0,0,16,0,0,-99,0.33,0,0,0,1,1,0,0
49,2,0,0,0,0,0,3,6,9,0,0,0,0.68,0.64,0,0,0,0,1,0,0
0,2,0,6,6,18,9,17,31,36,0,0,0,0.92,0.95,0,0,0,0,1,0,1
1,12,0,69,85,133,4,38,58,90,1,0,0,0.78,0.78,0,0,0,0,1,0,1
2,9,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0,0,0,0,1,0,0
4,8,0,10,18,26,5,9,17,24,3,0,0,0.82,0.75,0,0,0,0,1,0,1
8,8,0,24,36,48,17,34,47,86,4,0,0,0.5,0.35,1,0,0,0,1,0,1
14,8,0,0,0,0,0,0,0,0,0,0,0,0.56,0.46,0,0,0,0,1,0,0
15,12,0,6,6,12,1,5,12,27,0,0,0,0.78,0.78,0,0,0,0,1,0,0
5,8,0,22,54,81,15,30,52,74,0,0,0,0.97,0.94,0,0,0,0,1,0,1
6,8,0,0,0,0,0,0,0,0,2,0,0,1,0.9,0,0,0,0,1,0,0
19,2,0,0,0,0,1,2,4,4,1,0,0,0.85,0.8,0,1,0,0,1,0,1
1,12,0,6,7,10,1,3,4,8,0,0,0,0.78,0.78,0,0,0,0,1,0,1
2,12,0,42,72,102,14,35,55,77,0,0,0,0.97,0.92,0,0,0,0,1,0,1
5,2,0,20,48,60,5,19,36,60,3,0,0,0.48,0.32,0,0,0,0,1,0,1
8,4,0,0,0,0,1,3,3,3,1,0,0,0.24,0.14,0,1,0,0,1,0,1
1,8,1,6,11,17,0,4,4,4,0,0,0,1,0.99,0,0,0,0,1,0,1
894,2,0,0,0,0,0,0,0,102,0,0,0,0.76,0.82,0,1,0,0,1,0,0
-1,2,0,4,5,6,7,7,11,15,2,0,0,0,0,1,0,0,0,1,0,1
8,8,0,0,0,0,1,1,1,1,0,0,0,0.96,0.85,0,1,0,0,1,0,1
2,8,0,8,8,8,1,2,6,11,15,0,0,0.7,0.73,0,0,0,0,1,0,1
1,4,0,3,5,7,3,3,3,3,0,0,0,0.68,0.66,0,1,0,0,1,0,1
